start_point,end_point,time_of_day,day_of_week,traffic_condition,event_count,is_holiday,vehicle_density,population_density,weather,public_transport_availability,historical_delay_factor,travel_time
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),morning,Sunday,9.0,8,1,,medium,clear,2,1.0034173002288527,44.9214408673012
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),evening,Sunday,9.0,7,1,low,medium,storm,2,1.1235347997674066,77.78196407759224
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),night,Wednesday,9.0,7,1,,,storm,2,1.154229676682818,20.6533365988058
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),day,Friday,9.0,8,1,,low,fog,2,1.109296821915704,41.636934620139165
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),evening,Saturday,10.0,7,1,low,medium,,2,1.0820222836994002,17.15524587120626
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),day,Monday,9.0,8,1,,,,1,1.3936033121861142,23.589943902658554
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),night,Monday,,48,0,,medium,rain,2,0.7553622268859332,19.31875664000968
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),morning,Thursday,,7,1,,,fog,1,0.9999194794781219,42.332909309307624
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),night,Wednesday,9.0,7,0,low,,clear,0,1.2166420276474363,17.7055670248939
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),morning,Thursday,5.0,9,1,high,medium,,2,0.8143900756662895,27.34781202509468
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),night,Tuesday,5.0,9,1,medium,medium,,2,1.0896175192119046,18.14117864042512
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),day,Tuesday,,8,0,,,,2,1.0428752890119048,15.871478354909504
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),day,Wednesday,9.0,9,0,high,medium,fog,2,1.1677264528627591,19.046076737713644
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),evening,Saturday,,9,1,,low,,2,1.0417740650842047,52.739555441132616
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),evening,Wednesday,5.0,9,0,,,rain,2,0.9926003375186783,41.40861664607196
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),night,Friday,,9,0,low,low,storm,0,1.0843245308171297,14.319189398980342
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),day,Sunday,,7,1,low,,,2,1.133630201360761,12.003703578412882
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),night,Friday,10.0,9,1,medium,medium,clear,2,1.1664588376841378,7.6604715272666155
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),night,Thursday,9.0,9,1,medium,,rain,2,1.0753385010904508,18.21973597168921
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),evening,Friday,5.0,8,0,high,medium,,1,1.246101169830217,23.202609727316904
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),evening,Saturday,9.0,8,0,medium,low,,2,1.2032804511743183,74.63813795946461
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),day,Wednesday,,7,0,medium,,,2,1.0306703943685436,50.08735061629366
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),evening,Sunday,10.0,8,0,medium,medium,,2,1.1214120946862172,76.31081139605325
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),evening,Thursday,10.0,7,0,medium,medium,,1,1.2202356546442747,48.904751738713195
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),night,Monday,,8,1,low,medium,rain,2,0.8564838370190813,7.372731970659211
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),evening,Friday,,9,1,,medium,fog,2,0.9884722349118482,58.40752046180926
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),evening,Friday,10.0,9,0,low,,clear,1,1.1685465551564225,64.98674522858742
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),night,Monday,9.0,8,1,medium,medium,,2,1.1522461085637903,19.32433172370623
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),day,Tuesday,9.0,9,0,low,medium,storm,0,1.0128853134767617,10.782257956026228
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),evening,Monday,9.0,9,1,medium,,,2,1.1973527486524462,31.504519797432664
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),day,Tuesday,,8,1,high,,fog,1,0.8281197052398743,17.125076381288494
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),evening,Thursday,,7,0,,high,rain,2,0.7685215650853456,13.540636939421802
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),morning,Thursday,10.0,8,0,high,,rain,1,1.0796544428820427,13.180108981993309
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),day,Friday,10.0,9,1,medium,high,,2,0.8611453283998295,46.885388714592146
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),day,Sunday,,7,1,low,,,2,0.9499373552998576,16.261147667674777
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),evening,Sunday,9.0,7,0,medium,,,1,1.1449505086720562,61.36998690017514
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),evening,Sunday,9.0,9,0,medium,low,,1,1.0780982059598148,58.89162023947142
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),night,Saturday,10.0,9,0,medium,,fog,2,0.8306352162835737,25.076101590223082
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),morning,Thursday,,7,1,medium,medium,,2,0.8264635941086672,42.16360207863275
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),evening,Monday,9.0,7,1,low,,,2,1.2497076750424336,12.343007234682283
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),evening,Tuesday,,7,1,,low,storm,2,1.0221018711818712,42.46439710209625
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),night,Sunday,,9,1,low,low,rain,0,1.0047844647411894,14.14594447014975
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),night,Monday,5.0,9,0,medium,,clear,2,1.0620571969159187,49.02111128334199
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),evening,Thursday,,8,1,low,,rain,2,1.1890188795079106,19.047942337882823
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),night,Sunday,,9,0,,,storm,2,1.224785832910933,26.78113903565937
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),day,Monday,10.0,8,1,high,medium,rain,2,1.0261498651835614,14.554424683415338
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),morning,Wednesday,,9,1,medium,,rain,2,0.9694250485886686,43.365035981702036
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),morning,Friday,10.0,7,0,medium,low,storm,2,0.8558681910487673,22.33163449589337
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),evening,Saturday,,9,0,low,,fog,1,1.721082699831117,42.5758050683998
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),day,Thursday,,8,0,medium,,storm,0,0.8309353372696882,10.791918486928312
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),morning,Saturday,5.0,9,0,high,medium,rain,1,1.0350687434651795,21.185386132218973
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),night,Thursday,9.0,7,0,,,,1,1.1719856973625165,29.826742090546098
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),morning,Thursday,10.0,8,0,,,storm,2,0.9722665880586437,56.70919946404174
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),day,Saturday,9.0,9,1,medium,medium,clear,2,0.8666080597020953,37.711145474413954
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),morning,Saturday,10.0,7,0,medium,high,clear,1,1.16762862150936,22.11667586759061
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),night,Monday,9.0,8,0,medium,low,,2,1.0971699638441201,28.539078560711005
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),day,Sunday,9.0,9,0,,,,2,1.1091699801718875,62.97825702750395
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),morning,Wednesday,,8,0,,medium,storm,0,0.8100587957089613,15.61065121464167
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),evening,Monday,5.0,7,0,,,,2,1.0366098813726825,27.738425166076237
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),night,Monday,,9,0,low,medium,,0,0.7967086305550548,14.239633008930113
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),day,Sunday,10.0,7,0,,low,fog,2,1.0847043721052565,37.737577821010014
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),day,Friday,9.0,7,0,,low,rain,2,0.9065456902283475,12.78240945149134
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),night,Monday,10.0,8,1,,high,,2,0.9383983051330544,23.107204875379303
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),morning,Friday,5.0,8,0,low,high,clear,1,1.1041757855565977,35.50392010527391
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),evening,Sunday,,9,0,,,rain,1,0.9582099063449624,53.63437418149927
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),morning,Friday,,7,0,high,medium,,2,0.9547660113315838,49.09683357191978
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),night,Sunday,,7,0,medium,,storm,2,0.8133703743679757,29.64856628432749
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),morning,Friday,10.0,9,0,medium,medium,storm,2,1.0327598212310738,73.02930506948984
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),evening,Tuesday,,7,1,,medium,rain,2,1.0646975913624916,37.1546697965338
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),day,Monday,,9,1,low,low,clear,0,0.8104813031152873,21.199098711959966
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),morning,Monday,9.0,8,0,high,,rain,2,1.204520067800134,30.469704583394172
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),day,Thursday,9.0,8,1,,medium,storm,2,1.0959659635484726,32.11873117615124
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),day,Monday,,7,1,high,,,2,0.8309615935557653,20.38321097517012
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),night,Thursday,,8,0,low,,,0,1.1888446141482376,11.374288758785287
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),night,Thursday,9.0,8,0,medium,medium,fog,1,1.2222798428820576,25.54091406586911
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),morning,Wednesday,5.0,8,1,medium,,,0,0.8259270824554399,14.852848599623155
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),morning,Monday,,8,0,medium,,clear,2,1.1786121233894145,21.761144891015125
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),evening,Wednesday,9.0,7,1,medium,medium,rain,2,1.1533649298695925,43.73024660393758
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),day,Wednesday,10.0,7,1,,medium,clear,1,1.1256637602578028,27.86748630748899
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),morning,Monday,10.0,7,1,high,,storm,2,1.249634041368322,27.07138902269297
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),evening,Tuesday,9.0,9,1,low,low,,1,1.206135349383886,45.666988290612586
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),night,Tuesday,9.0,7,0,,,fog,0,0.9886031306021245,14.235974857548369
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),night,Wednesday,9.0,8,1,,medium,fog,1,0.795113720224273,37.35304156258654
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),night,Sunday,9.0,8,0,,,storm,1,0.973048050220829,25.553634491757023
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),day,Thursday,9.0,9,0,,low,storm,0,0.9542619826135322,10.583815429459985
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),day,Monday,,7,1,,,storm,1,0.9636653248543672,9.957905915236925
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),night,Monday,9.0,7,0,medium,low,rain,1,1.0015276251644314,12.78538894766082
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),morning,Sunday,,7,1,medium,,storm,1,0.8597161015013542,22.57609376582131
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),morning,Monday,9.0,9,0,,high,clear,2,0.8317439476715325,54.885913743420645
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),night,Monday,5.0,8,1,medium,low,clear,2,1.063633485329434,20.07232218930317
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),evening,Wednesday,9.0,7,1,medium,low,,0,1.0274856729014188,16.412930684405726
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),night,Saturday,,8,1,,medium,storm,2,1.1696211698096115,14.581247456094387
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),evening,Saturday,,7,1,medium,medium,,2,0.8568422079663061,49.91122706535852
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),day,Friday,9.0,8,0,medium,high,clear,2,1.395419289722831,75.45309778179822
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),night,Monday,,7,1,medium,medium,,2,1.0354782307197303,13.619235166754269
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),evening,Thursday,10.0,7,0,,high,fog,0,1.1840300083932167,16.647360705676665
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),night,Saturday,,9,0,medium,low,storm,2,1.033829051423906,19.468147038748945
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),morning,Monday,10.0,9,1,high,low,clear,2,1.1690617934107168,35.884725721336665
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),day,Friday,,9,1,medium,,,2,1.1728810646013281,12.579585883301945
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),night,Thursday,10.0,7,1,medium,medium,,1,1.1590849720201333,14.920465133660844
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),morning,Friday,,8,0,low,low,,2,1.022759835286537,68.30878916694537
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),day,Monday,10.0,8,1,low,medium,,2,1.2240433132041968,37.81756669549075
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),day,Saturday,5.0,7,1,high,,,2,1.0408912495615195,27.80528824915386
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),night,Friday,9.0,8,1,medium,medium,,2,0.8762308451950763,15.127660615897248
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),day,Thursday,,7,0,,,rain,2,1.073275481027778,12.255707601722325
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),day,Monday,,7,0,medium,medium,storm,2,1.1442210134117463,12.902143179872354
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),evening,Monday,5.0,8,1,high,medium,,1,1.0363629735006055,14.932052484189107
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),morning,Friday,9.0,9,0,low,low,,0,0.9525212222571382,16.479897732861478
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),evening,Wednesday,,7,1,,medium,clear,2,1.1808170572959027,23.589007462941105
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),evening,Thursday,10.0,8,1,medium,,fog,2,0.9018235988048153,12.815188451591567
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),day,Friday,5.0,8,1,low,medium,,1,1.1118460448148708,27.557654567753907
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),night,Sunday,10.0,7,0,low,high,storm,2,1.2164114562479722,13.71573207803382
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),evening,Friday,,9,1,medium,medium,,1,0.7542885082440656,39.39715070628452
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),day,Tuesday,,7,1,,,,2,1.2012849036321496,30.722725830141343
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),day,Tuesday,9.0,7,1,,,clear,2,0.9660433998304933,32.97308652732105
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),day,Wednesday,,9,0,medium,low,,2,0.9467584136503805,52.258544312699875
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),night,Friday,9.0,9,1,,medium,storm,2,0.7998151230811641,22.81783800801917
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),day,Friday,5.0,9,1,high,medium,fog,2,0.974167752523647,36.40087596181284
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),night,Wednesday,9.0,8,0,,low,storm,0,1.1855618331062439,12.92629624013702
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),day,Wednesday,,9,1,,medium,storm,1,1.1123304364983693,16.46166250358145
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),day,Monday,5.0,7,1,medium,medium,rain,2,0.9781889201127987,51.076566982278116
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),morning,Saturday,9.0,7,1,,high,fog,2,0.759711558719522,42.59198546411691
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),night,Thursday,,9,0,,,,2,1.007157388468948,48.91662013765943
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),evening,Wednesday,10.0,8,1,medium,low,rain,2,1.0137532809270717,21.0926066790392
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),evening,Saturday,,9,1,,high,storm,2,1.243759643224934,48.9006628297829
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),evening,Saturday,9.0,7,1,low,low,clear,1,0.7939659589930379,55.45234703673672
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),evening,Saturday,5.0,9,0,low,medium,clear,2,1.106580590117316,48.519014779943326
North Jakarta (Jakarta Utara),South Jakarta (Jakarta Selatan),night,Monday,9.0,7,0,,,storm,1,0.9478099460803892,33.19967594961807
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),night,Monday,7.0,7,1,medium,,clear,1,1.192413127218761,19.954775178785713
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),morning,Thursday,5.0,9,1,,medium,,2,1.1117437149828144,21.74999477236113
West Jakarta (Jakarta Barat),East Jakarta (Jakarta Timur),day,Saturday,10.0,8,1,low,low,storm,2,0.9178216114172183,37.342661409375964
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),morning,Sunday,9.0,9,0,medium,,rain,2,0.8432017489252097,17.243390962474674
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),night,Wednesday,,9,1,high,,,2,1.070479682829422,26.391019736218627
Central Jakarta (Jakarta Pusat),North Jakarta (Jakarta Utara),morning,Tuesday,,9,0,high,medium,,2,1.060783414112267,31.827497235208035
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),night,Friday,9.0,7,1,,low,storm,1,1.1136515255070065,23.22594433225399
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),day,Monday,9.0,7,0,,medium,,2,1.2166322019930924,21.0235445341785
North Jakarta (Jakarta Utara),East Jakarta (Jakarta Timur),night,Thursday,5.0,7,0,medium,low,storm,2,1.226780285787837,40.37612386408049
South Jakarta (Jakarta Selatan),East Jakarta (Jakarta Timur),night,Sunday,,9,0,medium,low,,2,0.8827076989203007,12.887680065508583
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),evening,Thursday,5.0,9,1,medium,,rain,2,0.7681536726575017,23.30303009269686
Central Jakarta (Jakarta Pusat),South Jakarta (Jakarta Selatan),morning,Tuesday,10.0,8,0,high,low,,1,0.8152847719462941,13.374395781450545
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),night,Saturday,9.0,8,0,,,storm,0,0.7565660142413355,17.63405626966446
West Jakarta (Jakarta Barat),South Jakarta (Jakarta Selatan),morning,Friday,9.0,8,0,low,medium,storm,1,1.0933054493677332,36.83543844525398
Central Jakarta (Jakarta Pusat),East Jakarta (Jakarta Timur),morning,Monday,,9,1,high,medium,,2,1.0771552597908183,25.02623861761476
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),evening,Thursday,9.0,8,0,,,fog,2,1.2157718076914141,22.89578655551331
North Jakarta (Jakarta Utara),West Jakarta (Jakarta Barat),day,Monday,,8,0,,,,0,1.120254715684834,14.956072982542352
Central Jakarta (Jakarta Pusat),West Jakarta (Jakarta Barat),night,Wednesday,,9,0,high,medium,fog,2,0.7706396158114753,12.173434067329922
